10+ Cities;Visited at least 10 cities;http://pixelartmaker.com/art/086fe7507559c28.png
50+ Cities;Vistied at least 50 cities;http://pixelartmaker.com/art/086fe7507559c28.png
100+ Cities;Vistied at least 100 cities;http://pixelartmaker.com/art/086fe7507559c28.png
150+ Cities;Vistied at least 150 cities;http://pixelartmaker.com/art/086fe7507559c28.png
200+ Cities;Vistied at least 200 cities;http://pixelartmaker.com/art/086fe7507559c28.png
500+ Cities;Vistied at least 500 cities;http://pixelartmaker.com/art/086fe7507559c28.png
Europe;Visit at least one country on the continent of Europe;http://pixelartmaker.com/art/086fe7507559c28.png
North America;Visit at least one country on the continent of North America;http://pixelartmaker.com/art/086fe7507559c28.png
South America;Visit at least one country on the continent of South America;http://pixelartmaker.com/art/086fe7507559c28.png
Asia;Visit at least one country on the continent of Asia;http://pixelartmaker.com/art/086fe7507559c28.png
Africa;Visit at least one country on the continent of Africa;http://pixelartmaker.com/art/086fe7507559c28.png
Oceania;Visit at least one country on the continent of Oceania;http://pixelartmaker.com/art/086fe7507559c28.png
Viking;Visit at least one of Norway, Sweden, Denmark, Finland or Iceland;http://pixelartmaker.com/art/086fe7507559c28.png
Columbus;Spain, Portugal and one of (South America);http://pixelartmaker.com/art/086fe7507559c28.png
Kerouac;Visit 6 in the USA;http://pixelartmaker.com/art/086fe7507559c28.png
Stan;Visit any of Afghanistan, Kazakhstan, Kyrgyzstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan;http://pixelartmaker.com/art/086fe7507559c28.png
Arctic Circle;Vist any city above 66°N;http://pixelartmaker.com/art/086fe7507559c28.png
Equator;Vist any city within 1°S and 1°N;http://pixelartmaker.com/art/086fe7507559c28.png
Most countries;Visit the most countries on the platform;http://pixelartmaker.com/art/086fe7507559c28.png
Most cities;Visit the most cities on the platform;http://pixelartmaker.com/art/086fe7507559c28.png
Most capitals;Visit the most capitals on the platform;http://pixelartmaker.com/art/086fe7507559c28.png
MEGA BADGE;Have the most badges on the platform;http://pixelartmaker.com/art/086fe7507559c28.png
